"","datacollection","condition","cold_moral","new_benefitsoc","new_mrlcontr","new_mrlpraisew","new_actmrlcont","cold_traits","new_traits_1","new_traits_2","new_traits_3","new_traits_4","pltclideo","gender","yearbirth","countrybir","expeng","ethnicity","parented","bfrres","bfrthese","citytown","postalcode","honest","faminc","mturkhowm"
"544",4,1,3.75,1,6,6,2,5,7,4,5,4,4,2,1984,187,30,4,3,"10",2,"Fayetteville","28314",1,"23000","10"
"545",4,1,1.25,1,1,2,1,4,4,4,4,4,4,2,1973,187,40,1,4,"about 50 on mturk",2,"shamokin","17872",1,"48000","about 50 on mturk"
"546",4,0,2.25,1,4,2,2,4,4,4,4,4,4,2,1972,187,42,1,5,"5",2,"Hanover Park","60133",1,"95000","30"
"547",4,0,2,2,2,2,2,4,4,4,4,4,5,1,1990,187,24,1,5,"8000",2,"Chicago","60640",1,"50000","8000"
"548",4,1,2.75,2,3,3,3,4,4,4,4,4,3,2,1971,187,43,1,5,"200",2,"PTC","30269",1,"75000","1000"
"549",4,0,1,1,1,1,1,4,4,4,4,4,5,2,1959,187,55,1,4,"3000",2,"Temecula","92565",1,"35000","3500"
"550",4,0,4.75,7,1,4,7,7,7,7,7,7,4,1,1993,187,21,4,4,"5",2,"Hampton","23666",1,"10000","5"
"551",4,1,1,1,1,1,1,5.75,6,5,6,6,2,2,1976,187,38,4,5,"2200",2,"Omaha","68107",1,"50000","2200"
"552",4,1,3,3,3,3,3,4,4,4,4,4,3,2,1960,187,54,1,3,"500",2,"Reading","19607",1,"30000","500"
"553",4,0,1,1,1,1,1,5.25,4,7,6,4,2,2,1959,187,55,1,3,"100",2,"West Lawn","19609",1,"75000","100"
"554",4,1,2.5,1,5,3,1,6.75,7,7,6,7,4,2,1981,187,33,1,3,"1000",2,"Petoskey","49770",1,"49000","2000"
"555",4,1,2.5,2,2,4,2,4.25,4,4,4,5,2,2,1994,187,20,1,4,"20",2,"Perkasie","18944",1,"150000","20"
"556",4,0,4,4,4,4,4,4.25,3,5,4,5,5,2,1978,187,36,1,6,"15",2,"Asheville","28803",1,"46000","15"
"557",4,1,4,3,5,4,4,4.75,6,4,5,4,3,1,1987,187,27,1,5,"1000",2,"Raleigh","27615",1,"15000","1000"
"558",4,0,3.25,1,4,4,4,5,5,5,5,5,1,1,1984,187,30,2,5,"300",2,"San Jose","95112",1,"10000","300"
"559",4,1,4.25,2,5,5,5,3.5,3,4,5,2,4,1,1993,187,21,1,4,"5",2,"beltsville","20705",1,"30000","15"
"560",4,1,5.25,3,7,7,4,5.25,7,6,4,4,2,1,1987,187,27,1,5,"360",1,"Bridgeport","6604",1,"6000","360"
"561",4,0,1.5,1,1,3,1,7,7,7,7,7,5,2,1984,187,30,1,4,"1",2,"Staten Island, NY","10309",1,"125000","4"
"562",4,1,2.5,1,4,1,4,6.5,7,6,6,7,4,2,1991,187,23,1,5,"20000",2,"Comstock Park","49321",1,"65000","20000"
"563",4,1,1.5,1,1,3,1,7,7,7,7,7,2,2,1978,187,36,3,4,"150",2,"Long island city","11106",1,"54000","150"
"564",4,1,3,2,2,4,4,5,5,5,6,4,4,1,1977,187,36,1,5,"25",2,"New York","10001",1,"80000","25"
"565",4,0,2.75,2,3,3,3,4.25,4,5,4,4,3,2,1980,187,34,1,5,"2",2,"Cincinnati","45237",1,"45000","1000"
"566",4,1,1,1,1,1,1,3.75,4,4,4,3,1,1,1992,187,20,1,4,"100",2,"Gary","46406",1,"45000","200"
"567",4,0,5.25,6,4,5,6,4.25,5,3,3,6,6,1,1993,187,21,1,4,"10",2,"Erie","16510",1,"150000","30"
"568",4,0,3,3,3,3,3,2.75,2,3,3,3,3,1,1982,187,32,3,3,"2",2,"deer park","11729",1,"50000","2"
"569",4,0,1,1,1,1,1,7,7,7,7,7,6,1,1985,187,29,6,5,"475",2,"Honolulu","96814",1,"50000","475"
"570",4,1,4,4,4,4,4,4,1,1,7,7,4,1,1989,187,24,3,5,"1000",2,"Hialeah","33010",1,"10000","1000"
"571",4,1,4.75,3,5,7,4,5.75,5,6,7,5,6,1,1974,187,40,1,3,"1000",2,"Fayetteville","72704",1,"28000","8000"
"572",4,1,2.25,2,3,2,2,4.75,5,5,4,5,3,1,1984,187,29,1,5,"200",1,"Grand Rapids, MI","49503",NA,"55000","500"
"573",4,1,2.75,3,2,3,3,5,6,5,5,4,4,2,1964,78,12,2,3,"1686",2,"Norwalk","90650",1,"65000","1686"
"574",4,0,4.75,5,5,4,5,5.25,5,6,5,5,3,1,1977,187,37,3,4,"50",2,"Los Angeles","91732",1,"36000","150"
"575",4,1,5.25,6,5,6,4,3.75,4,3,4,4,1,2,1989,187,25,1,4,"4002",1,"Stanton","90680",1,"19000","4132"
"576",4,0,1.25,1,1,2,1,4,4,4,4,4,6,1,1977,187,37,1,3,"1000",2,"Idaho Falls","83404",1,"19000","1000"
"577",4,0,2.5,2,2,3,3,4,4,4,4,4,2,2,1981,187,33,1,6,"20",2,"oakland","94601",1,"130000","1000"
"578",4,1,2.25,2,2,3,2,4,4,4,4,4,2,2,1978,187,NA,1,5,"50",2,"Pocatello","83201",1,"74000","35"
"579",4,0,1,1,1,1,1,5.75,6,6,6,5,2,1,1995,187,15,3,4,"0",2,"New York","11416",1,"35000","3500"
"580",4,1,1,1,1,1,1,2.75,2,3,3,3,2,1,1991,187,23,1,4,"500",2,"Sacramento","95815",2,"9000","4003"
"581",4,1,2.5,2,5,2,1,5,5,5,4,6,2,2,1986,187,28,4,5,"16",2,"Kodiak","99615",1,"34500","16"
"582",4,0,1,1,1,1,1,7,7,7,7,7,2,1,1991,187,16,2,4,"1000",2,"Los Angeles, CA","90706",1,"0","8000"
"583",4,0,1,1,1,1,1,5,5,5,5,5,1,2,1988,187,26,1,4,"6",2,"Salem","97301",1,"9000","50"
"584",4,0,1.75,1,2,2,2,4.5,4,5,4,5,1,2,1973,187,41,1,3,"50",2,"Carthage","28327",1,"40000","100"
"585",4,1,1,1,1,1,1,4,4,4,4,4,2,2,1982,187,32,1,4,"150",2,"Falconer","14733",1,"50000","150"
"586",4,0,3.5,2,4,4,4,4,4,4,4,4,5,2,1980,187,34,1,4,"1000",2,"Wahiawa","96786",1,"95000","1000"
"587",4,0,1,1,1,1,1,4.25,4,4,5,4,1,2,1960,187,54,1,5,"100",2,"Columbus, OH","43215",1,"17500","25"
"588",4,1,2.25,1,3,3,2,4,4,4,4,4,3,1,1967,187,47,1,5,"2000",2,"SAn Antonio, Tx","78112",1,"59000","2000"
"589",4,1,1,1,1,1,1,3.75,3,4,4,4,4,1,1989,187,25,2,6,"1",1,"Los Angeles, CA","90049",1,"200000","20"
"590",4,1,4,4,4,4,4,4,4,4,4,4,4,2,1986,187,28,1,4,"5",2,"Cheyenne","82001",1,"20000","5+"
"591",4,1,2.75,3,3,3,2,5,5,5,5,5,4,2,1955,187,59,1,4,"2000",2,"Rosenberg","77471",1,"5000","2000"
"592",4,0,1,1,1,1,1,4,4,4,4,4,1,1,1982,187,32,4,3,"100",2,"","",1,"80000","100"
"593",4,0,1,1,1,1,1,4,4,4,4,4,2,1,1982,187,32,1,5,"1109",2,"Essex","21221",1,"62000","1109"
"594",4,1,1,1,1,1,1,5.75,5,5,7,6,4,1,1970,187,44,2,6,"15",2,"Foster City","94404",1,"80000","32"
"595",4,1,3,3,3,3,3,5,5,5,5,5,4,1,1991,187,22,1,3,"1603",2,"salem","97304",1,"25000","1603"
"596",4,1,1.5,1,1,3,1,4,4,4,4,4,2,1,1991,187,23,1,5,"500",2,"Cincinnati","45207",1,"11000","1500"
"597",4,0,1.5,1,1,2,2,2.5,2,3,2,3,1,1,1994,187,20,1,6,"0",2,"Philadelphia","19107",1,"13000","30"
"598",4,0,2,2,2,2,2,4,4,4,4,4,3,1,1985,187,29,1,2,"1500",2,"Van Buren","72908",1,"70000","1700"
"599",4,1,1,1,1,1,1,3.75,3,4,4,4,4,1,1988,36,19,2,6,"2000",2,"dc","20001",1,"82000","3000"
"600",4,1,1,1,1,1,1,4,4,4,4,4,2,2,1965,187,49,1,4,"Many",2,"Las Cruces","88007",1,"65000","1002"
"601",4,0,3.75,2,4,5,4,5,5,5,4,6,6,1,1992,187,22,1,5,"2500",2,"Athens","4912",1,"12000","2500"
"602",4,1,5.25,6,1,7,7,1,1,1,1,1,4,2,1987,187,27,1,4,"10",2,"Jamestown","14701",1,"20000","1000"
"603",4,0,3,2,2,6,2,4.5,5,4,4,5,4,1,1992,187,22,2,5,"200",2,"Mililani","96789",1,"75000","100"
"604",4,0,1,1,1,1,1,2.5,1,4,4,1,4,1,1981,187,1981,4,4,"1002",2,"Dallas","75007",1,"47000","1002"
"605",4,1,1,1,1,1,1,4,4,4,4,4,4,1,1971,187,43,6,4,"40000",1,"Chenango Forks","13746",1,"70000","40000"
"606",4,0,1,1,1,1,1,5.5,4,5,7,6,3,1,1991,187,23,3,5,"12",1,"Alexandria","22303",1,"$12,000","20"
"607",4,0,4,4,3,4,5,4,3,5,4,4,2,1,1982,187,32,1,6,"3000",2,"tallahassee","32301",1,"70000","4000"
"608",4,1,1.75,2,1,2,2,2,2,3,2,1,4,1,1983,187,31,1,5,"30",2,"Maple Shade","8065",1,"50000","30"
"609",4,1,1,1,1,1,1,4,3,4,5,4,4,1,1975,187,39,1,3,"11",2,"Cincinnati","45140",1,"40000","12"
"610",4,0,2,2,2,2,2,6,6,6,6,6,3,2,1984,187,30,1,5,"2",2,"Harrisonburg, VA","22802",1,"25000","100"
"611",4,1,3.5,3,3,4,4,4,4,4,4,4,5,1,1988,187,26,1,5,"15",2,"Fayetteville","30214",1,"22250","15"
"612",4,0,4,4,4,4,4,4,4,4,4,4,4,2,1982,187,32,1,3,"2",2,"easton","4740",1,"54000","2"
"613",4,0,2.5,1,1,7,1,4,4,4,4,4,4,2,1983,187,31,1,4,"641",2,"Rogersville","65742",1,"35000","641"
"614",4,0,1,1,1,1,1,4,4,4,4,4,2,1,1975,187,39,1,5,"600",2,"Andover","1810",1,"120000","700"
"615",4,1,2.75,2,2,4,3,4.5,4,5,5,4,2,2,1959,187,55,1,5,"1000",2,"washington dc","20456",1,"15000","1000"
"616",4,0,7,7,7,7,7,7,7,7,7,7,7,2,1987,187,27,1,5,"0",2,"Jacksonville","32256",1,"55000","100"
"617",4,0,3.5,3,3,5,3,5,5,5,5,5,3,1,1977,187,36,1,5,"2000",2,"Rockledge","32955",1,"58000","2000"
"618",4,0,1,1,1,1,1,6.25,5,6,7,7,4,1,1948,187,66,1,6,"1200",2,"Charleston SC","29455",1,"34000","1200"
"619",4,1,4.25,2,4,6,5,5.25,6,5,4,6,3,1,1991,187,23,1,5,"100",2,"Stafford","22556",1,"120000","100"
"620",4,1,3,3,3,3,3,3,3,3,3,3,1,2,1980,187,34,1,6,"200",2,"Fitchburg","1420",1,"90000","450"
"621",4,0,1.5,1,1,3,1,4.5,4,5,5,4,4,2,1985,187,29,6,3,"1000",2,"Garfield","7026",1,"32000","1500"
"622",4,0,1,1,1,1,1,4,4,4,4,4,4,1,1989,187,25,1,4,"92",2,"Saint Paul","55106",1,"30000","92"
"623",4,1,1,1,1,1,1,4.25,4,5,4,4,4,1,1989,84,25,6,4,"50+",2,"Palm Bay","32907",1,"44000","75+"
"624",4,1,4,1,7,7,1,7,7,7,7,7,7,2,1986,187,28,1,4,"50",2,"Dundee","33838",1,"38000","100"
"625",4,0,1.5,2,1,2,1,6.25,6,6,7,6,4,2,1977,187,37,1,4,"5000",2,"Avon","46123",1,"40000","5000"
"626",4,0,2,1,2,4,1,4,4,4,4,4,4,2,1963,187,51,1,5,"30",2,"Columbus","31907",1,"24000","100s"
"627",4,1,2.75,2,3,4,2,2.75,2,3,4,2,2,1,1986,187,28,4,3,"6",2,"Lauderhill","33319",1,"40000","50"
"628",4,1,2.25,2,2,3,2,5,4,5,6,5,6,1,1974,187,40,1,6,"5000",2,"Boston","2043",1,"90000","5000"
"629",4,0,5.5,4,7,7,4,6,6,6,6,6,2,2,1988,187,26,1,5,"100",2,"fLORENCE, WI","54121",1,"45000","100"
"630",4,0,1,1,1,1,1,4.75,5,5,4,5,1,1,1981,67,20,1,6,"200",2,"Auburn, AL","36830",1,"40000","385"
"631",4,0,2.5,1,3,3,3,6.25,7,7,4,7,4,1,1973,187,41,1,5,"200",2,"Washington","61571",1,"45000","200"
"632",4,0,1,1,1,1,1,4,4,4,4,4,7,2,1977,187,37,1,5,"2800",2,"Austin","78751",1,"115000","2800"
"633",4,1,2.5,3,2,3,2,5.75,5,6,6,6,4,1,1987,187,27,4,5,"3500",2,"hickory","28602",1,"35000","17500"
"634",4,0,1,1,1,1,1,4,4,4,4,4,6,1,1982,187,32,1,6,"5000",2,"columbia, sc","29201",1,"72000","4000"
"635",4,1,6.25,4,7,7,7,7,7,7,7,7,1,2,1984,187,30,1,4,"1500",2,"North Adams","49262",1,"20000","4000"
"636",4,1,1.75,1,1,2,3,4.5,5,4,5,4,5,1,1982,187,32,1,5,"0",2,"Cherry Hill","8003",1,"62000","250"
"637",4,1,4.5,2,6,6,4,5,4,5,5,6,2,2,1980,187,34,4,4,"20000",2,"MARIETTA","30067",1,"20000","20000"
"638",4,0,3,2,4,4,2,4.75,6,4,4,5,4,2,1994,187,20,1,3,"1,000+",2,"Parkland","33067",1,"75000","1500"
"639",4,1,1,1,1,1,1,4,4,4,4,4,4,1,1993,187,21,1,4,"521",2,"Fort Wayne","46804",1,"15000","521"
"640",4,0,4,4,4,4,4,1,1,1,1,1,1,2,1993,187,21,1,4,"100",2,"Columbus","43021",1,"0","300"
"641",4,1,1.25,2,1,1,1,3,3,3,3,3,1,2,1989,187,25,1,6,"16",2,"Bethlehem","6751",1,"50000","16"
"642",4,0,4,4,4,4,4,4,4,4,4,4,4,1,1987,187,27,3,2,"150",2,"long beach","90220",1,"250000","300"
"643",4,0,1,1,1,1,1,4,4,4,4,4,4,1,1983,187,31,1,6,"5",2,"Mansfield","2048",1,"120000","3"
"644",4,0,3,3,3,3,3,4.5,4,5,5,4,3,1,1987,187,27,1,4,"100",2,"Chocowinity, NC","27817",1,"20000","100"
"645",4,0,1,1,1,1,1,5.75,5,6,6,6,3,1,1981,187,33,1,5,"1000",2,"phoenix","85030",1,"55000","1000"
"646",4,0,1,1,1,1,1,3,1,4,4,3,2,2,1987,187,27,1,4,"10",2,"ellsworth","4605",1,"20000","50"
"647",4,1,1,1,1,1,1,4,4,4,4,4,3,1,1991,187,23,1,5,"30",2,"Chicago","60657",1,"0","30"
"648",4,0,1,1,1,1,1,4,4,4,4,4,6,2,1983,187,31,1,4,"200",2,"Athens","30606",1,"36000","700"
"649",4,0,1,1,1,1,1,4.25,3,5,4,5,2,1,1987,187,27,1,4,"20",2,"Egg Harbor TWP","8234",1,"30000","10"
"650",4,0,1,1,1,1,1,1.75,1,2,3,1,1,1,1983,187,31,1,5,"1000",2,"Troy","48083",1,"60000","1000"
"651",4,0,2,2,2,2,2,3.5,2,5,4,3,4,1,1982,78,28,2,5,"200",2,"la crosse","54601",1,"70000","500"
"652",4,0,3.25,1,4,4,4,5,5,5,5,5,2,2,1972,187,41,1,4,"800",2,"Crestview","32539",1,"7500","1200"
"653",4,0,1,1,1,1,1,1,1,1,1,1,4,2,1977,187,37,1,4,"35000",2,"Cedarburg","53012",1,"25000","35000"
"654",4,0,1,1,1,1,1,4.75,4,6,5,4,2,1,1982,187,32,1,5,"0",2,"Crown Point","46307",1,"40000","6"
"655",4,0,2.5,2,3,3,2,3.5,3,4,4,3,NA,2,1984,187,30,NA,5,"12",2,"Kenosha","53140",2,"20000","12"
"656",4,0,3,1,5,4,2,5.5,6,6,4,6,6,2,1986,187,28,1,4,"273",2,"West Columbia","29170",1,"30000","273"
"657",4,0,2.5,2,2,4,2,4.5,4,5,5,4,1,1,1987,187,27,1,4,"9",2,"Danville","40422",1,"21000","33"
"658",4,1,1,1,1,1,1,3.75,4,3,4,4,2,2,1973,187,41,1,4,"2000",2,"Phil Campbell, AL","35581",1,"30000","2000"
"659",4,0,1.25,1,2,1,1,4.5,3,6,4,5,5,1,1946,111,68,1,4,"2",2,"San Diego","92139",1,"200000","100"
"660",4,1,4,2,6,6,2,5.25,4,6,5,6,2,1,1988,187,26,4,4,"2",2,"Mobile","36610",1,"56000","980"
"661",4,0,1,1,1,1,1,1.75,1,1,4,1,4,1,1986,111,5,3,3,"15",2,"hyde park","12538",1,"67000","15"
"662",4,1,1.25,2,1,1,1,4.75,4,4,6,5,6,1,1976,187,38,1,6,"4",2,"Kenosha","53144",1,"80000","1000"
"663",4,0,4,3,5,4,4,6,7,6,5,6,1,1,1986,187,28,1,5,"40",2,"Tyner","40486",1,"24000","500"
"664",4,1,3.25,1,4,4,4,4.5,5,4,4,5,4,1,1957,24,57,1,5,"3000",2,"Chicago","60618",1,"3000","3000"
"665",4,0,1.75,1,2,2,2,3,2,4,4,2,2,2,1985,187,29,1,6,"17",2,"elk river","55330",1,"35000","17"
"666",4,1,2,1,1,2,4,3.75,4,4,4,3,3,2,1993,192,19,2,5,"10",2,"New Haven","6520",1,"75000","9"
"667",4,0,2.5,1,1,4,4,6.25,6,6,6,7,6,2,1963,187,51,1,4,"85",2,"Seattle","98126",1,"51000","87"
"668",4,0,1.75,1,1,4,1,4.75,5,5,4,5,4,1,1989,187,20,2,4,"5000",2,"San Gabriel","91776",1,"4000","5000"
"669",4,1,3,3,3,3,3,4,4,3,5,4,5,2,1972,187,42,1,6,"14",2,"chicago","60611",1,"100000","14"
"670",4,0,1,1,1,1,1,6.5,6,7,7,6,3,1,1987,187,27,1,6,"251",2,"los angeles","91321",1,"50000","251"
"671",4,0,1.75,1,1,4,1,7,7,7,7,7,2,2,1970,187,44,1,2,"500",2,"Ranger, Texas","76470",1,"5000","500"
"672",4,1,6.25,7,7,5,6,4.25,4,4,5,4,2,2,1984,187,30,2,5,"152",2,"Los Angeles","90027",1,"50000","152"
"673",4,1,2,2,2,2,2,4,4,4,4,4,3,1,1976,187,38,4,5,"55",2,"Quincy","2169",1,"150000","457"
"674",4,0,4.25,5,3,4,5,4,3,4,4,5,4,2,1992,187,22,1,3,"100",2,"Florence","97439",1,"45000","100"
"675",4,0,1.75,1,1,3,2,5.5,5,6,6,5,4,2,1979,187,35,1,5,"200",2,"Tulsa","74135",1,"36000","290"
"676",4,1,1,1,1,1,1,4.5,5,4,4,5,1,2,1952,187,62,1,3,"400",2,"Stanton, KY","40380",1,"11500","400"
"677",4,1,4,2,5,5,4,4.75,5,5,4,5,1,2,1970,187,44,1,6,"750",2,"Evanston, Wyoming","82930",1,"25000","1700"
"678",4,1,4,4,4,4,4,4.25,4,5,4,4,2,1,1969,187,45,1,6,"50",2,"Phoenix","85032",1,"0","100"
"679",4,1,3.25,5,2,4,2,3.75,6,3,3,3,4,1,1988,187,26,4,4,"45",2,"Saint Louis","63132",1,"135000","32433"
"680",4,1,1,1,1,1,1,6.25,7,5,6,7,2,1,1988,187,26,1,5,"402",2,"White Plains","10606",1,"37000","1400"
"681",4,0,1,1,1,1,1,5,4,6,6,4,4,1,1946,187,65,1,4,"20",2,"Lincoln City","97367",1,"35000","20"
"682",4,0,4.5,5,6,4,3,3.5,3,3,4,4,5,1,1991,187,23,1,4,"7",2,"Shreveport","71107",1,"150000","7"
"683",4,1,2.5,1,2,4,3,3.5,1,4,5,4,6,1,1984,187,30,1,4,"100000",2,"greenville","19707",1,"50000","100000"
"684",4,1,1,1,1,1,1,5.5,4,7,4,7,4,2,1988,187,26,1,3,"100",2,"n/a","n/a",1,"14000","100"
"685",4,1,4,4,4,4,4,5,5,5,5,5,4,1,1974,187,40,2,6,"100",2,"Oakland","94619",1,"100000","500"
"686",4,1,2,1,3,3,1,4.75,5,5,4,5,3,1,1981,187,33,1,5,"500",2,"Portland","97211",1,"100000","500"
"687",4,1,5,5,5,5,5,5.25,5,5,5,6,1,1,1945,187,69,1,3,"2500",2,"Waitsfield","5673",1,"20000","2500"
"688",4,1,3.25,2,3,4,4,3,3,3,3,3,4,1,1974,187,36,1,3,"19500",2,"Kingsford","49802",1,"40000","19500"
"689",4,0,1,1,1,1,1,3,3,2,4,3,2,1,1987,187,NA,3,6,"12",2,"New York","10463",1,"145000","13"
"690",4,1,2.5,2,3,2,3,4,4,4,4,4,6,1,1964,187,50,1,5,"3000",2,"oklahoma city","73139",1,"93000","3000"
"691",4,0,1,1,1,1,1,2.5,7,1,1,1,6,2,1960,187,54,4,5,"5002",2,"Davie","33324",1,"30000","8000"
"692",4,1,3.5,3,3,5,3,5.75,6,6,6,5,2,2,1992,187,22,1,3,"1000",2,"Salem","3079",1,"50000","2000"
"693",4,1,3,1,1,5,5,6.5,7,6,6,7,2,2,1982,187,32,1,3,"100",1,"kansas city","66103",1,"40000","100"
"694",4,1,2,1,3,3,1,4,4,4,4,4,4,1,1978,187,36,2,5,"500",2,"Portland","97223",1,"7000","1000"
"695",4,1,3.75,1,4,6,4,7,7,7,7,7,6,1,1978,187,36,1,6,"500",2,"bossier city","71110",1,"85000","500"
"696",4,1,3.25,1,4,4,4,7,7,7,7,7,4,2,1961,187,53,1,5,"300",2,"Golden","80401",1,"50000","300"
"697",4,0,3.5,3,3,5,3,4,4,4,4,4,2,2,1989,187,25,1,5,"20",NA,"tyler","75703",1,"54000","40"
"698",4,1,2.75,3,2,4,2,5.25,6,5,6,4,2,2,1991,187,23,1,5,"150",2,"Newport","41071",1,"24000","2500"
"699",4,0,1,1,1,1,1,5.25,6,5,4,6,6,1,1975,187,39,1,3,"200",2,"Jeffersonville","40337",1,"30000","200"
"700",4,0,4,1,3,7,5,4.5,4,5,4,5,2,1,1995,187,16,3,4,"50",2,"Tucson","85713",1,"20000","500"
"701",4,1,1,1,1,1,1,4.25,4,5,4,4,4,2,1964,187,50,1,5,"1",2,"Jacksonville","32259",1,"13000","10001"
"702",4,0,2.25,1,2,4,2,6.25,6,6,6,7,2,1,1978,187,36,1,5,"9000",2,"Phoenix","85027",1,"41500","9500"
"703",4,0,1,1,1,1,1,1.75,1,1,4,1,6,1,1951,187,63,1,4,"14000",2,"KINGSFORD","49802",NA,"34000","14000"
"704",4,1,2.5,1,3,4,2,4,4,4,4,4,4,2,1986,31,28,1,4,"600",2,"Eaton","80615",1,"80000","600"
"705",4,1,4,4,4,4,4,4.5,4,5,4,5,4,2,1962,187,50,1,6,"35",2,"warrensburg","64093",1,"15000","35"
"706",4,1,3,2,6,2,2,5.25,5,6,6,4,4,1,1988,36,10,2,4,"515",2,"ny,ny","10009",1,"60000","515"
"707",4,0,2.5,1,1,4,4,5.25,4,7,4,6,4,2,1979,187,35,3,6,"200",2,"PA","18102",1,"50000","200"
"708",4,0,3,3,3,3,3,5,5,5,5,5,6,2,1967,187,47,1,4,"2000",2,"Traverse City","49686",1,"50000","2000"
"709",4,1,5.75,2,7,7,7,7,7,7,7,7,4,2,1962,187,51,1,4,"300",2,"New Castle","16105",1,"49900","5000"
"710",4,1,4.75,4,5,5,5,5.75,5,6,6,6,4,2,1975,187,39,1,3,"1000",2,"beverly hills","34465",1,"120000","1500"
"711",4,0,2,2,2,2,2,6,6,6,6,6,6,2,1963,187,51,1,4,"1000",2,"Hilliard","32046",1,"38000","1500"
"712",4,1,1,1,1,1,1,4.25,4,5,4,4,3,1,1993,187,21,1,4,"2001",2,"Pennington","8534",1,"200000","4990"
"713",4,0,3.5,2,4,5,3,4,4,4,4,4,1,1,1988,187,26,1,4,"1000",2,"Lake Mary","32746",1,"20000","1000"
"714",4,1,1,1,1,1,1,4,4,4,4,4,5,1,1974,187,40,1,4,"5000",2,"Fort Dodge Iowa","50501",1,"25000","5000"
"715",4,1,1.25,1,1,2,1,5.5,6,6,4,6,4,2,1950,187,64,4,5,"600",2,"Hayward","94541",1,"66000","1300"
"716",4,1,4.75,4,6,7,2,4.5,4,5,5,4,4,2,1974,187,40,3,3,"1000",2,"montevideo","56241",1,"45000","1000"
"717",4,1,1,1,1,1,1,3.25,3,4,4,2,7,1,1970,187,44,1,4,"8000ish",2,"Saltville","24370",1,"32000","8000"
"718",4,0,1.25,1,2,1,1,4.75,4,5,4,6,4,1,1986,111,24,6,5,"20",2,"McAllen","78501",1,"20000","70"
"719",4,0,1,1,1,1,1,7,7,7,7,7,6,1,1941,187,73,1,5,"50",2,"lititz","17543",1,"55000","2500"
"720",4,1,1,1,1,1,1,3.75,3,4,4,4,1,2,1984,187,29,1,6,"100",2,"Cincinnati","45224",1,"22000","85"
"721",4,1,2,2,2,2,2,4,2,4,4,6,4,1,1981,187,33,1,4,"25",2,"35754","35754",1,"41000","400"
"722",4,1,2,2,2,2,2,4.5,4,5,5,4,3,1,1987,187,27,1,4,"1000",2,"nashville","37174",1,"70000","1000"
"723",4,0,1.25,1,1,2,1,5.75,6,5,7,5,5,1,1974,187,40,1,5,"0",2,"Saint Peter","56082",1,"95000","2500"
"724",4,0,2,2,2,2,2,6,6,6,6,6,4,1,1975,187,39,1,4,"200",2,"Wisconsin Rapids","54494",1,"21000","1000"
"725",4,1,1.25,1,2,1,1,1,1,1,1,1,4,1,1976,187,34,1,2,"1500",2,"Phoenix","85051",1,"12000","1500"
"726",4,1,5.5,6,6,6,4,6,6,6,6,6,7,1,1994,187,20,2,4,"52",2,"irvington","7111",1,"25000","52"
"727",4,0,1,1,1,1,1,4,4,4,4,4,6,1,1958,187,NA,1,6,"500",2,"Bellingham WA","98225",1,"170000","500"
"728",4,1,2,2,2,2,2,4.75,4,5,5,5,3,2,1959,187,55,1,4,"1500",2,"harrisonburg","22801",1,"15000","1500"
"729",4,1,4.25,3,4,5,5,5.25,5,5,5,6,4,NA,1988,187,26,1,5,"400",2,"charleston","29403",1,"35000","400"
"730",4,1,1,1,1,1,1,4,4,4,4,4,5,1,1990,187,24,1,4,"10",2,"Mesa","85208",1,"32000","25"
"731",4,0,1,1,1,1,1,4,4,4,4,4,4,1,1990,187,23,1,5,"2412",2,"nj","7430",1,"375000","2412"
"732",4,0,2.75,2,2,4,3,5.5,5,6,5,6,6,1,1957,187,57,1,5,"89",2,"Ft Myers","33993",1,"20000","300"
"733",4,0,4.5,5,3,5,5,3.75,5,4,3,3,4,2,1969,89,43,4,5,"100",2,"KANSAS CITY","66104",1,"30000","132"
"734",4,0,2,2,2,2,2,4,4,4,4,4,2,1,1981,187,33,1,3,"",2,"","",1,"17000",""
"735",4,1,1.75,1,1,3,2,4.25,4,4,5,4,4,1,1981,187,33,1,3,"200",2,"New Lexington","43764",1,"25000","200"
"736",4,1,1,1,1,1,1,4.25,3,4,6,4,4,1,1993,187,21,1,4,"150",2,"St. Louis","63131",1,"75000","200"
"737",4,1,3.25,1,4,4,4,5,5,5,5,5,7,1,1970,187,44,1,4,"21",2,"Tucson","85719",1,"26000","4000"
"738",4,1,1.75,1,1,4,1,5,6,5,6,3,3,2,1968,187,46,1,5,"2000",2,"Pembroke Pines","33028",1,"39900","5000"
"739",4,0,3.25,3,4,4,2,6.5,7,6,6,7,3,1,1989,187,24,2,4,"300",2,"Philadelphia","19102",1,"73000","1200"
"740",4,1,1,1,1,1,1,6.5,7,5,7,7,2,1,1978,187,36,4,4,"0",2,"Ft Myers","33901",1,"40000","7586"
"741",4,0,1,1,1,1,1,4,4,4,4,4,2,1,1971,187,43,1,5,"1000",2,"Ypsilanti","48198",1,"78000","1000"
"742",4,1,1,1,1,1,1,4,4,4,4,4,4,1,1993,187,21,1,4,"200",2,"Eau Claire","54701",1,"50000","700"
"743",4,0,1.5,1,1,3,1,4,4,4,4,4,2,2,1991,187,23,1,4,"30",2,"College Station","77840",1,"70000","434"
"744",4,1,2.5,1,4,4,1,4,2,4,4,6,4,1,1992,187,22,1,3,"200",2,"Spartanburg","29302",1,"8000","500"
